YearStart,YearEnd,LocationDesc,Datasource,Topic,Question,Data_Value_Unit,Data_Value_Type,Stratification1,StratificationCategory2,Stratification2,LocationID,TopicID,QuestionID,StratificationID1,StratificationID2,target
2021,2021,West,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Race/Ethnicity,Native Am/Alaskan Native,9004,TCC01,Q30,AGE_OVERALL,NAA,0
2019,2022,New York,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Sex,Female,36,TCC01,Q30,5064,FEMALE,0
2015,2015,Louisiana,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,,,22,TCC04,Q42,65PLUS,OVERALL,1
2019,2019,Georgia,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Sex,Female,13,TCC01,Q30,65PLUS,FEMALE,0
2016,2016,Northeast,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,9001,TCC01,Q30,5064,NAA,1
2019,2019,Kansas,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Sex,Female,20,TCC04,Q42,5064,FEMALE,1
2015,2015,Nevada,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",32,TCC03,Q41,AGE_OVERALL,WHT,0
2019,2022,Ohio,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",39,TCC02,Q31,AGE_OVERALL,WHT,1
2019,2022,Northeast,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,9001,TCC03,Q41,65PLUS,NAA,1
2015,2015,Ohio,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Sex,Male,39,TCC01,Q30,AGE_OVERALL,MALE,0
2017,2017,Georgia,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Race/Ethnicity,"Black, non-Hispanic",13,TCC02,Q31,AGE_OVERALL,BLK,1
2015,2015,South,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Sex,Male,9003,TCC04,Q42,AGE_OVERALL,MALE,1
2019,2019,Ohio,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,,,39,TCC04,Q42,65PLUS,OVERALL,1
2015,2015,New Jersey,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Sex,Female,34,TCC01,Q30,65PLUS,FEMALE,0
2015,2015,District of Columbia,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",11,TCC04,Q42,AGE_OVERALL,WHT,1
2018,2018,New Jersey,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,,,34,TCC04,Q42,65PLUS,OVERALL,1
2015,2015,Mississippi,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Sex,Male,28,TCC03,Q41,AGE_OVERALL,MALE,1
2017,2017,Maryland,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Sex,Male,24,TCC01,Q30,5064,MALE,0
2020,2020,South,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,,,9003,TCC04,Q42,5064,OVERALL,1
2019,2019,Maryland,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",24,TCC03,Q41,65PLUS,WHT,0
2021,2021,"United States, DC & Territories",BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Race/Ethnicity,Hispanic,59,TCC04,Q42,5064,HIS,1
2019,2019,South,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Sex,Female,9003,TCC03,Q41,AGE_OVERALL,FEMALE,1
2020,2020,South,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Race/Ethnicity,"White, non-Hispanic",9003,TCC03,Q41,5064,WHT,1
2019,2022,Vermont,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,,,50,TCC03,Q41,65PLUS,OVERALL,0
2022,2022,Wisconsin,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,,,55,TCC02,Q31,5064,OVERALL,1
2019,2019,"United States, DC & Territories",BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Race/Ethnicity,Hispanic,59,TCC04,Q42,5064,HIS,1
2022,2022,Virginia,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Race/Ethnicity,"Black, non-Hispanic",51,TCC02,Q31,AGE_OVERALL,BLK,1
2015,2015,Midwest,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Sex,Male,9002,TCC01,Q30,65PLUS,MALE,0
2020,2020,Ohio,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,,,39,TCC02,Q31,5064,OVERALL,1
2019,2019,Mississippi,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,,,28,TCC03,Q41,AGE_OVERALL,OVERALL,1
2019,2019,Northeast,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,Sex,Female,9001,TCC02,Q31,5064,FEMALE,1
2019,2019,Mississippi,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Sex,Male,28,TCC02,Q31,AGE_OVERALL,MALE,1
2015,2015,Nebraska,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Sex,Male,31,TCC04,Q42,65PLUS,MALE,0
2019,2019,Northeast,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,,,9001,TCC02,Q31,5064,OVERALL,1
2017,2017,Maryland,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Sex,Female,24,TCC01,Q30,5064,FEMALE,0
2019,2022,Nebraska,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",31,TCC03,Q41,65PLUS,WHT,0
2019,2022,Mississippi,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Sex,Male,28,TCC03,Q41,65PLUS,MALE,1
2019,2019,Indiana,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,,,18,TCC02,Q31,65PLUS,OVERALL,0
2019,2022,West,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Race/Ethnicity,Hispanic,9004,TCC03,Q41,AGE_OVERALL,HIS,1
2019,2019,District of Columbia,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,,,11,TCC03,Q41,65PLUS,OVERALL,0
2019,2019,Wisconsin,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Sex,Female,55,TCC03,Q41,AGE_OVERALL,FEMALE,0
2018,2018,New York,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Sex,Female,36,TCC03,Q41,AGE_OVERALL,FEMALE,1
2016,2016,Washington,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Race/Ethnicity,Hispanic,53,TCC01,Q30,AGE_OVERALL,HIS,0
2017,2017,West,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Race/Ethnicity,Native Am/Alaskan Native,9004,TCC01,Q30,AGE_OVERALL,NAA,0
2020,2020,Idaho,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,,,16,TCC04,Q42,AGE_OVERALL,OVERALL,1
2019,2022,Utah,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",49,TCC01,Q30,AGE_OVERALL,WHT,0
2019,2022,Arizona,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Sex,Female,4,TCC04,Q42,AGE_OVERALL,FEMALE,1
2021,2021,Hawaii,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Sex,Female,15,TCC04,Q42,5064,FEMALE,1
2015,2015,Florida,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Sex,Male,12,TCC03,Q41,65PLUS,MALE,0
2022,2022,Vermont,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",50,TCC03,Q41,65PLUS,WHT,0
2015,2015,Puerto Rico,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Race/Ethnicity,Hispanic,72,TCC01,Q30,5064,HIS,0
2022,2022,Midwest,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Sex,Male,9002,TCC04,Q42,5064,MALE,1
2016,2016,New York,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Sex,Female,36,TCC03,Q41,AGE_OVERALL,FEMALE,1
2016,2016,New Mexico,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Race/Ethnicity,Hispanic,35,TCC01,Q30,5064,HIS,0
2019,2019,Texas,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Sex,Female,48,TCC04,Q42,AGE_OVERALL,FEMALE,1
2018,2018,Maine,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Sex,Male,23,TCC03,Q41,5064,MALE,1
2017,2017,Midwest,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Race/Ethnicity,Native Am/Alaskan Native,9002,TCC04,Q42,AGE_OVERALL,NAA,0
2019,2019,Northeast,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Sex,Male,9001,TCC03,Q41,5064,MALE,1
2015,2015,Iowa,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",19,TCC01,Q30,65PLUS,WHT,0
2019,2022,Idaho,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Sex,Male,16,TCC01,Q30,5064,MALE,0
2015,2015,Tennessee,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Sex,Male,47,TCC01,Q30,AGE_OVERALL,MALE,0
2019,2022,Oregon,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,,,41,TCC04,Q42,65PLUS,OVERALL,1
2019,2019,Alabama,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",1,TCC02,Q31,AGE_OVERALL,WHT,1
2019,2022,New Mexico,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Sex,Male,35,TCC04,Q42,65PLUS,MALE,1
2021,2021,Michigan,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,,,26,TCC03,Q41,AGE_OVERALL,OVERALL,0
2022,2022,West,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Sex,Male,9004,TCC03,Q41,65PLUS,MALE,0
2019,2019,Nebraska,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,,,31,TCC04,Q42,AGE_OVERALL,OVERALL,1
2019,2022,Hawaii,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",15,TCC03,Q41,AGE_OVERALL,WHT,0
2016,2016,"United States, DC & Territories",BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Race/Ethnicity,Asian/Pacific Islander,59,TCC04,Q42,5064,ASN,1
2016,2016,Midwest,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Sex,Female,9002,TCC04,Q42,5064,FEMALE,1
2015,2015,Florida,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Sex,Male,12,TCC03,Q41,AGE_OVERALL,MALE,1
2019,2022,Maryland,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Sex,Male,24,TCC03,Q41,5064,MALE,0
2015,2015,Hawaii,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,Sex,Male,15,TCC02,Q31,5064,MALE,1
2015,2015,Ohio,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Sex,Male,39,TCC01,Q30,5064,MALE,0
2022,2022,Midwest,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Race/Ethnicity,Native Am/Alaskan Native,9002,TCC04,Q42,AGE_OVERALL,NAA,0
2017,2017,South,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Race/Ethnicity,Asian/Pacific Islander,9003,TCC03,Q41,AGE_OVERALL,ASN,1
2015,2015,South,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,,,9003,TCC04,Q42,5064,OVERALL,1
2021,2021,Pennsylvania,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",42,TCC02,Q31,65PLUS,WHT,0
2019,2022,Colorado,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,Race/Ethnicity,"White, non-Hispanic",8,TCC02,Q31,5064,WHT,1
2019,2019,Tennessee,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Sex,Female,47,TCC02,Q31,AGE_OVERALL,FEMALE,1
2019,2019,Connecticut,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,,,9,TCC04,Q42,65PLUS,OVERALL,1
2022,2022,West,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Race/Ethnicity,Asian/Pacific Islander,9004,TCC03,Q41,65PLUS,ASN,0
2019,2022,South,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Race/Ethnicity,Hispanic,9003,TCC04,Q42,5064,HIS,1
2018,2018,New York,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Race/Ethnicity,"White, non-Hispanic",36,TCC01,Q30,5064,WHT,0
2019,2022,Indiana,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,Sex,Female,18,TCC02,Q31,5064,FEMALE,1
2016,2016,Maine,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Sex,Female,23,TCC03,Q41,5064,FEMALE,0
2016,2016,South,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Sex,Male,9003,TCC01,Q30,65PLUS,MALE,0
2015,2015,California,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",6,TCC03,Q41,AGE_OVERALL,WHT,0
2022,2022,Nevada,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,,,32,TCC03,Q41,AGE_OVERALL,OVERALL,0
2020,2020,Vermont,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",50,TCC01,Q30,65PLUS,WHT,0
2016,2016,Northeast,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Race/Ethnicity,"Black, non-Hispanic",9001,TCC01,Q30,AGE_OVERALL,BLK,0
2016,2016,Vermont,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,,,50,TCC02,Q31,65PLUS,OVERALL,0
2019,2019,South Carolina,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Sex,Male,45,TCC04,Q42,AGE_OVERALL,MALE,1
2019,2022,Texas,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,,,48,TCC03,Q41,5064,OVERALL,1
2017,2017,"United States, DC & Territories",BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Sex,Male,59,TCC03,Q41,AGE_OVERALL,MALE,0
2018,2018,New York,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,,,36,TCC03,Q41,65PLUS,OVERALL,1
2019,2022,Hawaii,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Race/Ethnicity,Asian/Pacific Islander,15,TCC04,Q42,AGE_OVERALL,ASN,0
2015,2015,Alabama,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",1,TCC01,Q30,65PLUS,WHT,0
2019,2022,Georgia,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,Sex,Female,13,TCC02,Q31,65PLUS,FEMALE,1
2016,2016,North Carolina,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Sex,Male,37,TCC04,Q42,65PLUS,MALE,1
2017,2017,Northeast,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",9001,TCC03,Q41,AGE_OVERALL,WHT,0
2020,2020,District of Columbia,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",11,TCC01,Q30,AGE_OVERALL,WHT,0
2019,2022,Missouri,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",29,TCC02,Q31,AGE_OVERALL,WHT,0
